id,title,body,author_name,published_at,upvotes_count,downvotes_count,topics
0fe94b26-c769-49af-8ec5-436a80ab0393,'renovation counter',"Renovation and insulation is rightly encouraged with various premiums. However, it is not easy to know what you are all entitled to. In order to stimulate insulation and renovation, the city of Leuven could set up a renovation counter, whereby those who renovate in the greater Leuven will receive free advice on the premiums to which they are entitled. This could be done, for example, on the basis of the file submitted for the building permit. The advice should also tell you exactly what to do to apply for these premiums. In addition, the office may also offer support for effectively submitting applications for premiums for those who need it. In this way, these premiums will hopefully also become more accessible to those who have less administrative skills!",Russell Hilpert,5/27/2019,6,0,"Social inclusion,Living"
b8ac9ce2-0418-4558-995f-73ed321d9b4c,More buses and education about them,Promote more and more frequent buses and provide education about them.,Andreas Roob,6/7/2019,0,1,"Mobility,City services"
9cd8f96d-9ca3-4795-96a3-0422abe35601,Lentedreef -> play street,"Make the Lentedreef a play street with a moving bench, a traffic-free track, a flower meadow instead of grass and a seesaw.",Andreas Roob,5/27/2019,1,2,"Mobility,Streets and squares"
e130389d-529c-40c1-8656-b0cb5c67d362,Lights on Kapeldreef through forest,"The Kapeldreef through Egenhovenbos a frequently used cycle road in the evening and at night add the lights towards Egenhoven and the remaining ensure that they work, which contributes to traffic and general safety. Thank you.",Andreas Roob,5/10/2019,9,2,"Technology,Streets and squares"
ce6c43ab-a3bf-4df5-bfc5-6aaff0b2676e,Have companies and catering sorted better,"Companies provide a lot of waste. Nevertheless, a lot of recent studies by OVAM (2017) and Valipac (2017) show that companies and the catering industry sort very poorly compared to households. For example, an average sales container for industrial residual waste in Flanders contains almost 50% of recyclable waste (eg PMD or paper and cardboard) and an average roll container for 30%. In order to allow companies in Leuven to sort better and to contribute to the circular economy, the city of Leuven could facilitate by: 1) starting a group purchase of waste for SMEs in its territory 2) providing the necessary facilities in city buildings or business parks where companies can disposal and sorting of waste fractions",Noe Towne,6/2/2019,6,0,Cleanliness and waste
efa9e647-5619-4802-b29d-8a2416781f1d,Awareness raising action at Maria Theresiastraat intersections,"A sensitization campaign is needed at the intersections of Maria Theresiastraat with Tiensestraat and Blijde Inkomststraat. Since the changed traffic situation, cyclists, scooters, buses and cars drive on the intersections from Andreas Vesaliusstraat / Maria Theresiastraat without stopping. However, clear stop stripes and stop signs have been placed. This means that cars from Tienerstraat sometimes stop themselves, while the priority arrow and stop signs prescribe differently, which in turn leads to traffic jams. This very often creates dangerous situations, where you almost have to cross these intersections with your eyes closed in the hope that no one will mow you from the left or right.",Abram Wehner,5/16/2019,3,0,Streets and squares
032f10f1-4afa-4e29-9d13-b508d5de30fe,"""Concrete stop"" at urban level","Since the Government does not start it; Leuven must try to realize a concrete stop at regional level. (Letting the ribbon development commence is more costly, both in terms of the environment and in the greenhouse). This could be achieved by drawing up RUPs from all its territory; by indicating undevelopable land, etc., one would brake or even stop the ribbon development. Maybe in time we can even slowly break down the ""ribbons"" and develop compact cores? Safeguarding our planet must be priority number 1; and if we can help with this at regional level it would be fantastic.",Mr. Aurelia Kuphal,5/9/2019,85,0,"Nature and biodiversity,Sustainable development"
72a9454e-5832-4095-8e0a-227944497fd2,A silent day,"One silent day a year: what kind of beauty would that bring about? The idea is that on that one day as a Leuvenaar you will not drive your car, you will not drive off the grass, you will not shout on the street, you will not play music in shops or streets and you will give the silence a voice. This compensates for the amount of time and space that noise gets in our city: performances, neighborhood parties, bicycle races, café noise, construction noise, garbage carts, etc.",Era Altenwerth,6/3/2019,8,2,Care and welfare
68142f0d-dd64-4af7-8726-e8dcb49dc548,Solar panels everywhere,"Solar panels on every building and apartment, both new and old, as well as wind farms in an industrial zone.",Andreas Roob,5/10/2019,12,0,Sustainable development
61e1652e-d935-4e43-ad3e-2d517ae4aa93,Waterbus/Watertaxi,"From Wijgmaal to Leuven Vaartkom, back and forth in collaboration with De Lijn if necessary",Audria Murray,5/1/2019,38,12,Mobility
858a53e4-7d01-4c95-a169-5fd943789e35,loading chute vs. charging station,"A plug-in hybrid or electric car is practically useless if you cannot charge at home. This hinders the purchase and this problem mainly occurs with people in the city center who do not have the possibility to install a private charging station and permanent location in front of the door. A possible solution is to roll out a network of 'loading gutters' that are nicely concealed in the curb. Provided a badge, the resident (or anyone else actually) can start charging. If this network comes from the city, you will not get too expensive privative loading places and nuisance on the street with specific loading parking places. This concept is already in the concept phase in other foreign cities and it would be nice if Leuven, as a Belgian pioneer, came up with this.",Shane Stokes,5/2/2019,20,0,"Living,Mobility"
65dc988c-0ccd-475d-a6b6-0ccdfa811571,Respect zone 30,"Have 30km / hour in the city center respected! Since our street (Henri Regastraat) is part of the loop route, it sometimes seems more like a highway. Not very conducive to (night) rest, safety, conviviality, etc. And also consider air pollution.",Andreas Roob,6/7/2019,6,0,Mobility
0866e6fc-d15b-44fd-b3ab-5c4bb5cedbf1,Short-term rental for single parents as a transitional measure,"Parents who have to deal with a divorce or breakup have a lot to arrange. The first priority is often: where am I going to live? Buying a home is anything but obvious. Not least because of the unclear financial situation and everything that still needs to be arranged. Maybe the family home should be sold first? Or should it be considered whether a purchase is possible? Renting is also difficult, because landlords are not always eager to rent to single parents. In addition, rental contracts are often concluded for 9 years, or soon for at least 3 years. Not everyone has family or friends where they can go. Therefore, it would be good if the city provided a number of residential properties where short-term rental (6 months or max. 1 year) is possible. In that time, a definitive solution can be sought.",Blake Hahn,5/19/2019,13,0,"Care and welfare,Living"
f6bbcbc6-a0b4-4fb3-a7db-32d69d12c5c3,Leuven beautiful?,"The paving of Leuven has finally been renewed and also the bicycle paths with smooth transition. If you cycle through the city and surroundings, it is as if Leuven is in decline and what do the tourists think about it?",Yukiko Towne,5/4/2019,5,0,Care and welfare
9d299b23-b5e5-461d-90aa-92e6d4062614,Switch off the motor vehicle engine when stationary,"Like smaller trucks to stock the stores and then turn off their engines. In addition, please turn off the engine for all cars at a standstill. How can we make this known to the drivers in a fun way?",Andreas Roob,5/16/2019,6,0,economy
4991222b-c09b-475d-a3dd-46c30f1cd8be,"Small-scale, affordable holiday care for children!","Leuven has a huge shortage of small-scale (eg max. 25 children) and affordable (social rate) holiday care for children. The playground activities are overcrowded, busy and stimulating for many children. That is why we propose that the City of Leuven invest in (and stimulate) small-scale (max. 25 children) and affordable (at social rate) holiday care. That way we don't have too large groups and it is quiet for children who quickly / easily become over-stimulated. Unfortunately, there is currently no offer for underprivileged / vulnerable families who are looking for small-scale and quiet holiday care for their children.",Meryl Robel,6/6/2019,3,0,"Social inclusion,City services"
5505c6c2-c23e-4f0f-ba91-23453c52bea7,Travel by train at ease,"Provide a public toilet at Leuven station so that travelers who use train, bus or bicycle ... can travel at ease. Now the toilet at the station in Leuven is owned by a private company and it is limited open!",Irving Barton,6/6/2019,11,0,Care and welfare
da7399e2-b171-40a5-b350-250c8bd0fc12,Thinking about hearing impaired!,Why so much noise at public events like this ..... Very unpleasant for people with hearing aids and / or tinnitus! Please limit the music and certainly the bass volumes.,Miss Sarai Schulist,5/12/2019,4,0,
fad2b953-8b49-487e-b45a-3568d1c61708,Car-free center,"Fewer cars in the center * Bondgenotenlaan completely car-free * Large car parks in the center and moving to the outskirts Leuven is small enough to do everything on foot or by bicycle. You really don't have to be on the Ladeuze with your car. An exception, of course, for people who have difficulty walking due to health.",Vance Jones,5/1/2019,36,18,Mobility
702dcd5b-327f-4225-b231-e62a0a64fbfd,Bicycle racks in Bondgenotenlaan,Bicycle racks at regular places on the pavement of Bondgenotenlaan.,Andreas Roob,5/27/2019,12,0,"Streets and squares,Mobility"
10ed5fcb-bed7-4d0f-894e-2d23086547f8,Free studio,"Numerous students graduate from SLAC / academy every year. Not all of them want or can start a professional career. But many do want to be able to continue working (without setting up large, ambitious, innovative projects). They like to do that together with other graduates. But then they miss a (affordable) joint studio. Can the city provide premises for this? Premises where the necessary basic facilities are available and which are safe to leave work and working materials behind.",Arnette Kub,5/6/2019,19,3,Culture
10100050-39cf-4509-929c-a3d6871f48a5,Dementia-friendly walking loops,"* Dementia-friendly walking loops in Wijgmaal as a ""pilot project"", cf. proposal Hilde Van Wichelen, City Council 28/06/2017; starting point WZC Wijgmaalbroek * Access road from WZC Wijgmaalbroek to Widows row user-friendly for wheelchairs & rollators * Benches (3) on platform at entrance Widows row from WZC Wijgmaalbroek * Installation of electric charging stations for bicycles at WZC Wijgmaalbroek * Installation of benches in the street ""Wijgmaalbroek"" so that residents of WZC Wijgmaalbroek there are places to rest * Wheelchair-friendly street coverings at St. Hadrian's Church * Wheelchair-friendly footpaths / sidewalks",Kate Block,5/30/2019,17,0,Care and welfare
0b77fc22-81d1-487e-ba66-afa6b8b66d71,footpath windmill field state 17 3000 Leuven,"In the windmill field street at house number 17 Leuven, the footpath is full of bicycles. You are required to walk on the street. The owner has no storage space for the students' bicycles. Possibly there a bicycle shed. Already reported to community guard but no solution has been found to date. Regards",Miss Monique Thompson,5/22/2019,3,0,
6d219e31-d923-480f-b7b6-671d98d9120a,Straight footpaths,"Please straighten footpaths. Difficult steps for older people, especially at the Kruidtuin.",Andreas Roob,5/10/2019,7,0,Streets and squares
e3664464-f5c8-4461-a0ed-348d12db3fdf,Tiensestraat: allow 2-way driving for cyclists,"Tiensestraat is from Hooverplein to the ring road, a one-way street for all traffic, including cyclists. In the first part there are several important places for students (HIW, Psychology, Alma) and there is quite a lot of student traffic from there to Ladeuzeplein. Previously, before the circulation plan, there was something to be said for this condition, but now that there are far fewer cars, there is no reason not to allow cyclists in either direction.",Teresa Jaskolski Jr.,5/21/2019,25,6,Mobility
2342041e-e4f0-414f-a212-9d86d61024df,Dyle and Feed alive through Leuven,"A good 25 years ago, the idea was launched that the Dyle could see the light of day in many places within Leuven. Now we can admire the Dyle in many places. De Voer, however, is still covered almost everywhere. We can be fairly level-headed about that, in some places the Voer is under houses, rear buildings and terraces or even under streets that are too narrow, opening it up is not an option there. But in one place it is possible to open up the Voer in a qualitative way, which is on the fountain street between Brusselsestraat and Brouwersstraat. With the climate change, cities become real heat islands, open water provides cooling. You don't need to be afraid of mosquitoes, they cannot survive in running water.",Ruth Kuhic,5/17/2019,38,2,"Nature and biodiversity,Sustainable development"
84cc5085-4989-4064-8e45-5cf8c633e725,Extra bicycle slopes to bicycle parking Rector De Somerplein,"At the moment there is only one user-friendly bicycle ramp that leads to the underground bicycle parking on Rector De Somerplein, namely for cyclists coming from Bondgenotenlaan. But there is no real bicycle ramp for cyclists coming from the right (= from Tiensestraat, from Grote Markt or from Margarethaplein). I don't think that makes sense because most cyclists come from the right. Alternative solution: there is an extra staircase that leads to the bicycle cellar = on the side of the Grote Markt (in my photo on the far right). Maybe turn that staircase into a wide inclined plane (wide enough for bicycle trailers)? This solution is also safer for cyclists coming from the Grote Markt because they do not have to cross the Rector De Somerplein first.",Todd Tillman,5/16/2019,12,0,Mobility
c375af14-084f-4759-9441-f8e08ce88ce4,Bicycle and pedestrian zones separate in car-free city center,"In the car-free city center: bicycle zone and pedestrian zone SEPARATE, if possible with plants. If planting is not possible, then the PAINT POT! (You don't hear cyclists coming, you hear cars.)",Andreas Roob,5/27/2019,5,6,"Nature and biodiversity,Mobility"
aaf2217a-f56d-4e47-8f66-920614593491,Drafting parks for the public,"Park of KULeuven, Latin American park open to the public.",Andreas Roob,6/7/2019,2,0,Nature and biodiversity
63b86c98-4b79-41c8-943c-02db2f09a64c,Trolieberg in Kessel-Lo is not a motorway,"The trolieberg would be a safer and more pleasant bicycle / walking street if the cars are not often too fast. Now it is zone 50 and many cars often drive much faster. Therefore, I propose to turn it into zone 30 and place window boxes (see photo) to enforce this from the car driver.",Harland Kling II,5/9/2019,20,3,Mobility
6d7a480e-0694-49c7-ab0f-f92b3ee72e69,More trees in Leuven,"If Leuven's ambition is to plant 1000 trees every year next year, is it not an idea to do a tree campaign in accordance with the hedge campaign of the province, where residents can have trees planted at a reduced rate?",Jerome Walker,5/15/2019,34,0,"Sustainable development,Nature and biodiversity"
9e165008-e43a-4637-8541-a7d1641b2354,Dog runaway zones,"More runaway zones for dogs. This is possible, for example, in the park's abbey. Many people come here to take their dog for a walk, but they cannot let go because of the many walkers, children, joggers, ... However, dogs also need to walk and romp. So a runaway area (and not just a small patch of grass) would be great. At the moment a lot has already been taken by cows and sheep. Dogs can therefore easily be added to this. The financial side is minimal here.",Sunny Schulist,5/7/2019,15,4,Nature and biodiversity
ace0aa4b-4d73-4158-b29c-47ed3b6ad0d1,pigeon nuisance,A cyclist / pedestrian often has to give way to pigeon nuisance under the Blauwputbrug. The pigeon pill can also be administered there.,Otilia Rempel,6/9/2019,6,0,Mobility
443c00cf-8a37-4735-8ca9-222dcfe2847f,fewer buses in Fonteinstraat,"Bus streets in the city center: Since the circulation plan is in effect, the Fonteinstraat and Tessenstraat in Leuven have unfortunately turned into real BUS STREETS! One bus after another squeezes between parked cars and the footpath from morning to night. Cyclists take refuge on the footpath. Is it really necessary that there are so many buses, one after the other, thundering through a crowded residential area. Can you check how many buses pass through here every day because I have lost count !!! Due to the changes that start on May 27 in Fonteinstraat and Tessenstraat, the number of buses will increase and their speed will increase even more, because there will be no obstacles anymore !!! Does this mean that this will be a definitive bus route ???? And this in such a crowded residential street! Where can we still cycle safely in our street? Where are the plans for ring buses and tram? Can 'systematic' more be checked for noise nuisance, exhaust gases / CO2 (curio choices) AND the speed of cars AND buses. And I mean control in those streets where ALL traffic has to go through since the circulation plan. 30 km / h in the city center remains 'wishful thinking'. In my opinion, there are few drivers who stick to the 30 km / h! Could the cut on the Capucijnenvoer be more clearly indicated ... because many ordinary cars that come from the ring to the center still drive straight on here to Brusselsestraat & Fonteinstraat and therefore also cause danger and extra traffic. The traffic sign that you are no longer allowed to drive through at the St. Raphaël hospital is really too small and not noticeable enough! At the intersection of Tessenstraat with Brusselsestraat it is unclear who has priority here, so it is often very dangerous to get out of Tessenstraat here, because hardly anyone, cars or cyclists, who come from the center, give priority here! There are also still cars coming from Tessenstraat that do not see / ignore the one-way sign and drive to the left towards the center. Can the traffic signs be placed more clearly? More speed controls and LESS and SMALLER ELECTRIC buses in the city center, including Fonteinstraat / Tessenstraat, could make the district a bit more livable. Many of the buses that run through the city center can certainly be replaced by ring buses. Due to the circulation plan, traffic is concentrated to a few streets, making the nuisance of urban traffic and CO2 extra large here. When the construction of the Hertogen site was announced, there was always talk about a tram that would run through the Hertogensite, are these plans still there? A tram through the Hertogensite could certainly take away some traffic from the Fonteinstraat and Tessenstraat. Perhaps the circulation plan should (once again) be objectively evaluated ... In the Brouwerstraat near house number 48/50 there is one parking lot that drives in and out to the parking lot (+/- 30 parking spaces) of building no. 50 seriously complicated. Can't this one parking lot be moved to the other side of the Brouwerstraat? That would save a lot of maneuvering! There is already a cut on the Tessenstraat in the Brouwerstraat, which has already seriously reduced the excess traffic nuisance. Dangerous points for cyclists: At Leuven station it is time and again for everyone ... both cyclists and pedestrians have to take risks to get past and to the bus stops. What is wrong with traffic lights and crosswalks in such a busy place? At least with traffic lights you know that it is a lot safer to get to and from or past the bus and train station. Buses no longer stop to let cyclists pass when they enter / leave their parking space! The same applies to the intersection at the station and the KBC office. How can all those cycling students, working people in full rush hour, get here safely to the bicycle depot ?! Dangerous & unclear situations !!! Can't this junction be built more bicycle friendly! The beautiful bike path from the Tiensepoort along the ring that suddenly stops when you arrive at the KBC office & station, that makes no sense ??? Now we have a bicycle parking at the station but you can only drive there safely from one side ... along the outer ring, but to drive from the center (Bondgenotenlaan) towards bicycle parking, there is no and certainly no safe way ... and skews everyone at risk of pedestrians, bicycles, buses and oncoming traffic. To the Mr. Van Waeyenberghlaan, where many students, employees and visitors, who drive back to the city from the hospital site Gasthuisberg every day, does have a cycle path, but with many unevenness and a dangerous end to the cycle path. Can this part of the cycle path be tackled? On the Herestraat, around Gasthuisberg, no one adheres to the speed limit of 30 km / hour !!! Either this is unclear and / or no checks are carried out. For the many cyclists, pedestrians who have to cross the street in different places here, it remains a dangerous situation if motorists do not keep to the speed. From the Brusselsestraat (shopping area) towards Amerikalei it is unclear where cyclists have to cross here. On foot across the crosswalk? If Leuven is to become more bicycle-friendly, this is certainly an issue that must also be addressed ... because it does not make sense as a cyclist that you should get off here. Also at the end of the Capuchin food near the slaughterhouse site it is unclear where the cyclists have to drive towards the ring ... on the street between the cars or on the footpath on the side of the slaughterhouse site? Is this a bike path or just a footpath? If you come from the Prosper Poulletlaan, it is very dangerous to drive onto the Capuchin food because you do not see any traffic coming from the ring. Can a mirror be placed here so that you can see the traffic coming? A mirror would make it a lot safer to drive up the Capuchin food! When will the renovation of the boundary wall in the Handbogenhof start? This is a gem in the downtown area, and it has been talked about renovating this piece of the old ring wall for 25 years, but nothing is being done about it other than supporting the wall! Isn't it high time that this is finally addressed before it completely falls over! Hopefully you will find a good solution for these improvement proposals.",Wayne Dooley MD,5/26/2019,3,1,
14c2bfd0-b1db-4f01-831a-87c7f5620ea3,Speed in heritage street,"Dear, I am a resident of the Tomveldstraat in Leuven which has been transformed into a heritage street, where car drivers should only be allowed to drive at 20 km / h, but our street is sometimes a motorway. I also live on the side where there is no footpath, so that is very dangerous. Also made several reports to the police. Hopefully something can be done now. Kind regards, Mia",Miss Monique Thompson,5/6/2019,3,0,
8b3fa74c-c581-4153-b18b-51184177701e,single-direction triangle holsbeeksesteenweg-Borstelsstraat-Wilsonlaan,"If the brush street from the Gemeenteplein to the entrance of the Heuvelhof in the direction of Diestsesteenweg, the Eeckelaerslaan from Heuvelhof in the direction of Holsbeeksesteenweg becomes directly accessible and the Holsbeeksesteenweg between Gemeenteplein and Wilsonlaan, except for buses of De Lijn, only towards the city, the traffic flow become more fluid and two critical points that have arisen due to the current unidirection in the brush street (estuary eeckelaarslaan in Borstelsstraat and Borstelsstraat on Gemeentepßlein) are avoided. .",Lorraine Wilkinson Sr.,6/4/2019,2,4,Sustainable development
4fa9d370-086a-41d9-8338-1079f0271b19,Kerspelstraat Heverlee,"Revaluation of the Kerspelstraat between the Church and the Sports Hall by: * Replacing unsuitable trees (Robinia) with suitable street trees. The current trees ""destroy"" the footpath by pushing up the street tiles with their rampant roots, causing many people to stumble and hurt themselves. Every year the Technical Service of the City has to do ""repair work"", as is currently the case again. Pointless work and pure waste of money. * Expansion of the 30 km / h zone from the Sports Hall (now already 30 km / h zone) to the Church, possibly including the Pakenstraat to the Geldenaaksebaan (also now 30 km / h zone). This is absolutely necessary for the many cycling school children of the H. Hart. The Kerspelstraat is increasingly being used as a shortcut for car traffic to the E40. High speeds are no exception!",Heath Wiegand Jr.,5/7/2019,8,0,
cb132ebd-8891-4fd0-a44c-64ecb3c19dea,Vzw windmill,Leuven must start a non-profit organization to build windmills around Leuven and use the energy to leave the electricity bill,Darrel Feil,5/11/2019,19,0,Sustainable development
